trial,owner,repo,api_type,response_time_ms,response_size_bytes,http_status
15,rust-lang,rust,REST,444.515,6264,200
15,rust-lang,rust,GraphQL,447.158,258,200
15,apple,swift,GraphQL,391.402,227,200
15,apple,swift,REST,975.398,6249,200
15,libp2p,go-libp2p,GraphQL,418.253,222,200
15,libp2p,go-libp2p,REST,531.787,6195,200
15,python,cpython,GraphQL,454.263,231,200
15,python,cpython,REST,495.961,6080,200
16,facebook,react,REST,734.723,6035,200
16,facebook,react,GraphQL,418.335,249,200
16,vuejs,vue,GraphQL,422.273,274,200
16,vuejs,vue,REST,632.797,5949,200
16,microsoft,vscode,REST,531.561,6517,200
16,microsoft,vscode,GraphQL,525.738,223,200
16,torvalds,linux,REST,422.644,5079,200
16,torvalds,linux,GraphQL,348.593,215,200
16,tensorflow,tensorflow,GraphQL,408.854,254,200
16,tensorflow,tensorflow,REST,525.334,6822,200
16,twbs,bootstrap,REST,495.666,6205,200
16,twbs,bootstrap,GraphQL,369.479,312,200
16,ohmyzsh,ohmyzsh,GraphQL,360.24,544,200
16,ohmyzsh,ohmyzsh,REST,474.516,6661,200
16,angular,angular,GraphQL,352.363,241,200
16,angular,angular,REST,491.204,6473,200
16,golang,go,GraphQL,420.496,219,200
16,golang,go,REST,534.868,6125,200
16,kubernetes,kubernetes,GraphQL,395.632,252,200
16,kubernetes,kubernetes,REST,548.285,6600,200
16,nodejs,node,REST,518.147,6037,200
16,nodejs,node,GraphQL,378.874,243,200
16,django,django,GraphQL,372.479,248,200
16,django,django,REST,431.589,6209,200
16,rails,rails,REST,425.343,5969,200
16,rails,rails,GraphQL,426.93,208,200
16,laravel,laravel,REST,1146.412,6228,200
16,laravel,laravel,GraphQL,582.84,387,200
16,flutter,flutter,GraphQL,570.92,276,200
16,flutter,flutter,REST,426.118,6655,200
16,denoland,deno,REST,441.256,6161,200
16,denoland,deno,GraphQL,337.498,242,200
16,rust-lang,rust,GraphQL,493.117,258,200
16,rust-lang,rust,REST,525.698,6264,200
16,apple,swift,REST,708.74,6249,200
16,apple,swift,GraphQL,448.578,227,200
16,libp2p,go-libp2p,GraphQL,430.87,222,200
16,libp2p,go-libp2p,REST,424.238,6195,200
16,python,cpython,GraphQL,427.087,231,200
16,python,cpython,REST,524.232,6080,200
17,facebook,react,GraphQL,429.385,249,200
17,facebook,react,REST,1036.198,6035,200
17,vuejs,vue,GraphQL,356.627,274,200
17,vuejs,vue,REST,401.566,5949,200
17,microsoft,vscode,REST,520.802,6517,200
17,microsoft,vscode,GraphQL,522.184,223,200
17,torvalds,linux,GraphQL,425.052,215,200
17,torvalds,linux,REST,356.914,5079,200
17,tensorflow,tensorflow,GraphQL,348.29,254,200
17,tensorflow,tensorflow,REST,558.825,6822,200
17,twbs,bootstrap,REST,445.831,6205,200
17,twbs,bootstrap,GraphQL,351.022,312,200
17,ohmyzsh,ohmyzsh,GraphQL,481.659,544,200
17,ohmyzsh,ohmyzsh,REST,437.206,6661,200
17,angular,angular,REST,482.388,6473,200
17,angular,angular,GraphQL,418.248,241,200
17,golang,go,GraphQL,420.234,219,200
17,golang,go,REST,426.655,6125,200
17,kubernetes,kubernetes,REST,582.29,6600,200
17,kubernetes,kubernetes,GraphQL,519.428,252,200
17,nodejs,node,GraphQL,374.682,243,200
17,nodejs,node,REST,572.871,6037,200
17,django,django,REST,459.644,6209,200
17,django,django,GraphQL,365.529,248,200
17,rails,rails,REST,547.732,5969,200
17,rails,rails,GraphQL,430.38,208,200
17,laravel,laravel,REST,485.155,6228,200
17,laravel,laravel,GraphQL,422.992,387,200
17,flutter,flutter,REST,579.18,6655,200
17,flutter,flutter,GraphQL,422.752,276,200
17,denoland,deno,REST,425.233,6161,200
17,denoland,deno,GraphQL,379.072,242,200
17,rust-lang,rust,GraphQL,467.243,258,200
17,rust-lang,rust,REST,525.161,6264,200
17,apple,swift,REST,711.607,6249,200
17,apple,swift,GraphQL,538.84,227,200
17,libp2p,go-libp2p,REST,523.822,6195,200
17,libp2p,go-libp2p,GraphQL,372.327,222,200
17,python,cpython,GraphQL,367.748,231,200
17,python,cpython,REST,530.209,6080,200
18,facebook,react,GraphQL,399.492,249,200
18,facebook,react,REST,726.755,6035,200
18,vuejs,vue,REST,471.706,5949,200
18,vuejs,vue,GraphQL,369.904,274,200
18,microsoft,vscode,GraphQL,668.104,223,200
18,microsoft,vscode,REST,503.93,6517,200
18,torvalds,linux,REST,405.326,5079,200
18,torvalds,linux,GraphQL,351.218,215,200
18,tensorflow,tensorflow,GraphQL,427.886,254,200
18,tensorflow,tensorflow,REST,534.516,6822,200
18,twbs,bootstrap,REST,469.247,6205,200
18,twbs,bootstrap,GraphQL,361.877,312,200
18,ohmyzsh,ohmyzsh,REST,446.637,6661,200
18,ohmyzsh,ohmyzsh,GraphQL,391.427,544,200
18,angular,angular,REST,456.007,6473,200
18,angular,angular,GraphQL,427.694,241,200
18,golang,go,GraphQL,474.271,219,200
18,golang,go,REST,496.587,6125,200
18,kubernetes,kubernetes,GraphQL,396.032,252,200
18,kubernetes,kubernetes,REST,545.1,6600,200
18,nodejs,node,REST,474.346,6037,200
18,nodejs,node,GraphQL,363.761,243,200
18,django,django,GraphQL,440.727,248,200
18,django,django,REST,526.198,6209,200
18,rails,rails,REST,451.722,5969,200
18,rails,rails,GraphQL,546.486,208,200
18,laravel,laravel,GraphQL,468.67,387,200
18,laravel,laravel,REST,480.287,6228,200
18,flutter,flutter,GraphQL,469.79,276,200
18,flutter,flutter,REST,522.355,6655,200
18,denoland,deno,REST,458.65,6161,200
18,denoland,deno,GraphQL,408.929,242,200
18,rust-lang,rust,REST,485.635,6264,200
18,rust-lang,rust,GraphQL,747.863,258,200
18,apple,swift,GraphQL,463.371,227,200
18,apple,swift,REST,795.167,6249,200
18,libp2p,go-libp2p,REST,521.488,6195,200
18,libp2p,go-libp2p,GraphQL,375.158,222,200
18,python,cpython,REST,578.359,6080,200
18,python,cpython,GraphQL,523.164,231,200
19,facebook,react,GraphQL,393.976,249,200
19,facebook,react,REST,740.498,6035,200
19,vuejs,vue,REST,424.161,5949,200
19,vuejs,vue,GraphQL,411.49,274,200
19,microsoft,vscode,REST,547.02,6517,200
19,microsoft,vscode,GraphQL,472.877,223,200
19,torvalds,linux,REST,497.525,5079,200
19,torvalds,linux,GraphQL,390.204,215,200
19,tensorflow,tensorflow,REST,568.213,6822,200
19,tensorflow,tensorflow,GraphQL,433.159,254,200
19,twbs,bootstrap,REST,434.034,6205,200
19,twbs,bootstrap,GraphQL,388.166,312,200
19,ohmyzsh,ohmyzsh,GraphQL,452.011,544,200
19,ohmyzsh,ohmyzsh,REST,450.409,6661,200
19,angular,angular,REST,509.963,6473,200
19,angular,angular,GraphQL,425.638,241,200
19,golang,go,REST,533.823,6125,200
19,golang,go,GraphQL,400.028,219,200
19,kubernetes,kubernetes,GraphQL,438.967,252,200
19,kubernetes,kubernetes,REST,530.647,6600,200
19,nodejs,node,REST,457.943,6037,200
19,nodejs,node,GraphQL,379.138,243,200
19,django,django,GraphQL,437.072,248,200
19,django,django,REST,530.64,6209,200
19,rails,rails,GraphQL,413.561,208,200
19,rails,rails,REST,530.442,5969,200
19,laravel,laravel,GraphQL,521.118,387,200
19,laravel,laravel,REST,495.613,6228,200
19,flutter,flutter,GraphQL,458.21,276,200
19,flutter,flutter,REST,491.276,6655,200
19,denoland,deno,REST,482.032,6161,200
19,denoland,deno,GraphQL,414.378,242,200
19,rust-lang,rust,GraphQL,507.742,258,200
19,rust-lang,rust,REST,736.207,6264,200
19,apple,swift,REST,744.744,6249,200
19,apple,swift,GraphQL,514.324,227,200
19,libp2p,go-libp2p,REST,422.389,6195,200
19,libp2p,go-libp2p,GraphQL,458.74,222,200
19,python,cpython,GraphQL,601.012,231,200
19,python,cpython,REST,448.315,6080,200
20,facebook,react,REST,762.801,6035,200
20,facebook,react,GraphQL,566.46,249,200
20,vuejs,vue,GraphQL,432.836,274,200
20,vuejs,vue,REST,435.03,5949,200
20,microsoft,vscode,GraphQL,475.046,223,200
20,microsoft,vscode,REST,580.308,6517,200
20,torvalds,linux,GraphQL,390.635,215,200
20,torvalds,linux,REST,412.025,5079,200
20,tensorflow,tensorflow,GraphQL,465.366,254,200
20,tensorflow,tensorflow,REST,533.63,6822,200
20,twbs,bootstrap,GraphQL,380.628,312,200
20,twbs,bootstrap,REST,447.812,6205,200
20,ohmyzsh,ohmyzsh,GraphQL,434.556,544,200
20,ohmyzsh,ohmyzsh,REST,546.513,6661,200
20,angular,angular,REST,501.933,6473,200
20,angular,angular,GraphQL,438.133,241,200
20,golang,go,REST,528.577,6125,200
20,golang,go,GraphQL,403.924,219,200
20,kubernetes,kubernetes,GraphQL,446.494,252,200
20,kubernetes,kubernetes,REST,525.371,6600,200
20,nodejs,node,GraphQL,533.574,243,200
20,nodejs,node,REST,525.979,6037,200
20,django,django,REST,527.281,6209,200
20,django,django,GraphQL,487.38,248,200
20,rails,rails,GraphQL,355.111,208,200
20,rails,rails,REST,532.918,5969,200
20,laravel,laravel,GraphQL,389.195,387,200
20,laravel,laravel,REST,510.666,6228,200
20,flutter,flutter,GraphQL,386.533,276,200
20,flutter,flutter,REST,549.859,6655,200
20,denoland,deno,REST,477.187,6161,200
20,denoland,deno,GraphQL,439.54,242,200
20,rust-lang,rust,GraphQL,422.786,258,200
20,rust-lang,rust,REST,574.009,6264,200
20,apple,swift,REST,787.555,6249,200
20,apple,swift,GraphQL,425.72,227,200
20,libp2p,go-libp2p,GraphQL,422.22,222,200
20,libp2p,go-libp2p,REST,472.216,6195,200
20,python,cpython,REST,583.471,6080,200
20,python,cpython,GraphQL,522.284,231,200
21,facebook,react,REST,769.2,6035,200
21,facebook,react,GraphQL,487.354,249,200
21,vuejs,vue,REST,531.337,5949,200
21,vuejs,vue,GraphQL,409.621,274,200
21,microsoft,vscode,GraphQL,499.185,223,200
21,microsoft,vscode,REST,570.522,6517,200
21,torvalds,linux,GraphQL,585.162,215,200
21,torvalds,linux,REST,566.889,5079,200
21,tensorflow,tensorflow,REST,525.62,6822,200
21,tensorflow,tensorflow,GraphQL,530.037,254,200
21,twbs,bootstrap,GraphQL,427.474,312,200
21,twbs,bootstrap,REST,526.663,6205,200
21,ohmyzsh,ohmyzsh,REST,459.402,6661,200
21,ohmyzsh,ohmyzsh,GraphQL,369.169,544,200
21,angular,angular,GraphQL,440.555,241,200
21,angular,angular,REST,498.689,6473,200
21,golang,go,GraphQL,448.122,219,200
21,golang,go,REST,522.013,6125,200
21,kubernetes,kubernetes,REST,529.986,6600,200
21,kubernetes,kubernetes,GraphQL,420.928,252,200
21,nodejs,node,GraphQL,375.851,243,200
21,nodejs,node,REST,573.807,6037,200
21,django,django,GraphQL,417.921,248,200
21,django,django,REST,445.73,6209,200
21,rails,rails,REST,497.972,5969,200
21,rails,rails,GraphQL,533.381,208,200
21,laravel,laravel,REST,524.714,6228,200
21,laravel,laravel,GraphQL,375.936,387,200
21,flutter,flutter,REST,564.363,6655,200
21,flutter,flutter,GraphQL,524.322,276,200
21,denoland,deno,GraphQL,420.028,242,200
21,denoland,deno,REST,734.111,6161,200
21,rust-lang,rust,REST,524.495,6264,200
21,rust-lang,rust,GraphQL,411.186,258,200
21,apple,swift,REST,754.914,6249,200
21,apple,swift,GraphQL,412.781,227,200
21,libp2p,go-libp2p,GraphQL,425.859,222,200
21,libp2p,go-libp2p,REST,402.426,6195,200
21,python,cpython,REST,556.408,6080,200
21,python,cpython,GraphQL,425.971,231,200
22,facebook,react,GraphQL,397.465,249,200
22,facebook,react,REST,762.942,6035,200
22,vuejs,vue,REST,445.917,5949,200
22,vuejs,vue,GraphQL,374.512,274,200
22,microsoft,vscode,REST,653.624,6517,200
22,microsoft,vscode,GraphQL,522.234,223,200
22,torvalds,linux,GraphQL,390.915,215,200
22,torvalds,linux,REST,454.52,5079,200
22,tensorflow,tensorflow,GraphQL,424.544,254,200
22,tensorflow,tensorflow,REST,525.522,6822,200
22,twbs,bootstrap,REST,437.773,6205,200
22,twbs,bootstrap,GraphQL,507.603,312,200
22,ohmyzsh,ohmyzsh,GraphQL,427.116,544,200
22,ohmyzsh,ohmyzsh,REST,535.27,6661,200
22,angular,angular,GraphQL,438.485,241,200
22,angular,angular,REST,512.876,6473,200
22,golang,go,REST,533.55,6125,200
22,golang,go,GraphQL,523.764,219,200
22,kubernetes,kubernetes,REST,526.796,6600,200
22,kubernetes,kubernetes,GraphQL,420.171,252,200
22,nodejs,node,REST,438.222,6037,200
22,nodejs,node,GraphQL,505.077,243,200
22,django,django,GraphQL,422.439,248,200
22,django,django,REST,413.513,6209,200
22,rails,rails,REST,458.337,5969,200
22,rails,rails,GraphQL,591.003,208,200
22,laravel,laravel,GraphQL,448.184,387,200
22,laravel,laravel,REST,503.013,6228,200
22,flutter,flutter,REST,545.271,6655,200
22,flutter,flutter,GraphQL,421.105,276,200
22,denoland,deno,GraphQL,464.451,242,200
22,denoland,deno,REST,592.741,6161,200
22,rust-lang,rust,REST,468.059,6264,200
22,rust-lang,rust,GraphQL,381.085,258,200
22,apple,swift,GraphQL,422.017,227,200
22,apple,swift,REST,835.7,6249,200
22,libp2p,go-libp2p,REST,527.458,6195,200
22,libp2p,go-libp2p,GraphQL,399.297,222,200
22,python,cpython,GraphQL,442.249,231,200
22,python,cpython,REST,525.736,6080,200
23,facebook,react,GraphQL,403.074,249,200
23,facebook,react,REST,753.324,6035,200
23,vuejs,vue,REST,527.623,5949,200
23,vuejs,vue,GraphQL,369.607,274,200
23,microsoft,vscode,GraphQL,482.178,223,200
23,microsoft,vscode,REST,731.913,6517,200
23,torvalds,linux,REST,411.269,5079,200
23,torvalds,linux,GraphQL,437.327,215,200
23,tensorflow,tensorflow,GraphQL,423.123,254,200
23,tensorflow,tensorflow,REST,533.675,6822,200
23,twbs,bootstrap,GraphQL,409.328,312,200
23,twbs,bootstrap,REST,552.035,6205,200
23,ohmyzsh,ohmyzsh,GraphQL,425.226,544,200
23,ohmyzsh,ohmyzsh,REST,453.064,6661,200
23,angular,angular,GraphQL,427.03,241,200
23,angular,angular,REST,495.946,6473,200
23,golang,go,GraphQL,423.644,219,200
23,golang,go,REST,541.324,6125,200
23,kubernetes,kubernetes,REST,607.075,6600,200
23,kubernetes,kubernetes,GraphQL,531.156,252,200
23,nodejs,node,REST,499.354,6037,200
23,nodejs,node,GraphQL,412.55,243,200
23,django,django,REST,450.876,6209,200
23,django,django,GraphQL,406.38,248,200
23,rails,rails,REST,657.374,5969,200
23,rails,rails,GraphQL,428.628,208,200
23,laravel,laravel,GraphQL,418.83,387,200
23,laravel,laravel,REST,476.502,6228,200
23,flutter,flutter,GraphQL,469.307,276,200
23,flutter,flutter,REST,526.794,6655,200
23,denoland,deno,GraphQL,380.806,242,200
23,denoland,deno,REST,572.476,6161,200
23,rust-lang,rust,REST,526.979,6264,200
23,rust-lang,rust,GraphQL,434.63,258,200
23,apple,swift,REST,771.675,6249,200
23,apple,swift,GraphQL,480.609,227,200
23,libp2p,go-libp2p,GraphQL,424.616,222,200
23,libp2p,go-libp2p,REST,433.601,6195,200
23,python,cpython,GraphQL,418.492,231,200
23,python,cpython,REST,526.757,6080,200
24,facebook,react,REST,713.729,6035,200
24,facebook,react,GraphQL,439.777,249,200
24,vuejs,vue,GraphQL,412.822,274,200
24,vuejs,vue,REST,447.195,5949,200
24,microsoft,vscode,GraphQL,491.489,223,200
24,microsoft,vscode,REST,553.435,6517,200
24,torvalds,linux,REST,428.866,5079,200
24,torvalds,linux,GraphQL,396.773,215,200
24,tensorflow,tensorflow,REST,544.82,6822,200
24,tensorflow,tensorflow,GraphQL,524.411,254,200
24,twbs,bootstrap,GraphQL,382.795,312,200
24,twbs,bootstrap,REST,478.563,6205,200
24,ohmyzsh,ohmyzsh,GraphQL,428.107,544,200
24,ohmyzsh,ohmyzsh,REST,423.785,6661,200
24,angular,angular,GraphQL,446.466,241,200
24,angular,angular,REST,607.24,6473,200
24,golang,go,REST,526.487,6125,200
24,golang,go,GraphQL,455.331,219,200
24,kubernetes,kubernetes,GraphQL,498.105,252,200
24,kubernetes,kubernetes,REST,527.726,6600,200
24,nodejs,node,GraphQL,445.591,243,200
24,nodejs,node,REST,503.981,6037,200
24,django,django,GraphQL,526.746,248,200
24,django,django,REST,420.695,6209,200
24,rails,rails,REST,535.293,5969,200
24,rails,rails,GraphQL,429.688,208,200
24,laravel,laravel,REST,618.22,6228,200
24,laravel,laravel,GraphQL,531.836,387,200
24,flutter,flutter,REST,529.406,6655,200
24,flutter,flutter,GraphQL,417.4,276,200
24,denoland,deno,REST,470.69,6161,200
24,denoland,deno,GraphQL,485.012,242,200
24,rust-lang,rust,GraphQL,524.122,258,200
24,rust-lang,rust,REST,534.415,6264,200
24,apple,swift,REST,828.454,6249,200
24,apple,swift,GraphQL,421.774,227,200
24,libp2p,go-libp2p,REST,534.943,6195,200
24,libp2p,go-libp2p,GraphQL,388.37,222,200
24,python,cpython,GraphQL,454.922,231,200
24,python,cpython,REST,630.96,6080,200
25,facebook,react,GraphQL,380.517,249,200
25,facebook,react,REST,804.483,6035,200
25,vuejs,vue,REST,505.963,5949,200
25,vuejs,vue,GraphQL,383.708,274,200
25,microsoft,vscode,REST,529.715,6517,200
25,microsoft,vscode,GraphQL,558.42,223,200
25,torvalds,linux,REST,410.252,5079,200
25,torvalds,linux,GraphQL,371.051,215,200
25,tensorflow,tensorflow,REST,446.422,6822,200
25,tensorflow,tensorflow,GraphQL,423.622,254,200
25,twbs,bootstrap,GraphQL,390.604,312,200
25,twbs,bootstrap,REST,410.707,6205,200
25,ohmyzsh,ohmyzsh,GraphQL,374.807,544,200
25,ohmyzsh,ohmyzsh,REST,481.294,6661,200
25,angular,angular,REST,474.238,6473,200
25,angular,angular,GraphQL,399.22,241,200
25,golang,go,REST,603.052,6125,200
25,golang,go,GraphQL,415.156,219,200
25,kubernetes,kubernetes,GraphQL,404.075,252,200
25,kubernetes,kubernetes,REST,663.45,6600,200
25,nodejs,node,GraphQL,499.65,243,200
25,nodejs,node,REST,458.175,6037,200
25,django,django,REST,455.793,6209,200
25,django,django,GraphQL,401.189,248,200
25,rails,rails,REST,501.366,5969,200
25,rails,rails,GraphQL,394.169,208,200
25,laravel,laravel,GraphQL,548.898,387,200
25,laravel,laravel,REST,497.674,6228,200
25,flutter,flutter,GraphQL,442.535,276,200
25,flutter,flutter,REST,543.059,6655,200
25,denoland,deno,GraphQL,379.156,242,200
25,denoland,deno,REST,481.693,6161,200
25,rust-lang,rust,REST,520.353,6264,200
25,rust-lang,rust,GraphQL,419.833,258,200
25,apple,swift,REST,949.016,6249,200
25,apple,swift,GraphQL,619.035,227,200
25,libp2p,go-libp2p,REST,438.57,6195,200
25,libp2p,go-libp2p,GraphQL,407.218,222,200
25,python,cpython,GraphQL,436.03,231,200
25,python,cpython,REST,517.213,6080,200
26,facebook,react,GraphQL,384.444,249,200
26,facebook,react,REST,869.765,6035,200
26,vuejs,vue,REST,533.998,5949,200
26,vuejs,vue,GraphQL,390.042,274,200
26,microsoft,vscode,REST,529.953,6517,200
26,microsoft,vscode,GraphQL,548.835,223,200
26,torvalds,linux,REST,393.322,5079,200
26,torvalds,linux,GraphQL,368.062,215,200
26,tensorflow,tensorflow,REST,613.878,6822,200
26,tensorflow,tensorflow,GraphQL,429.745,254,200
26,twbs,bootstrap,REST,448.146,6205,200
26,twbs,bootstrap,GraphQL,508.423,312,200
26,ohmyzsh,ohmyzsh,GraphQL,409.019,544,200
26,ohmyzsh,ohmyzsh,REST,539.168,6661,200
26,angular,angular,GraphQL,412.232,241,200
26,angular,angular,REST,547.475,6473,200
26,golang,go,REST,528.94,6125,200
26,golang,go,GraphQL,410.84,219,200
26,kubernetes,kubernetes,REST,544.45,6600,200
26,kubernetes,kubernetes,GraphQL,426.412,252,200
26,nodejs,node,GraphQL,385.521,243,200
26,nodejs,node,REST,568.248,6037,200
26,django,django,REST,530.917,6209,200
26,django,django,GraphQL,407.282,248,200
26,rails,rails,REST,471.042,5969,200
26,rails,rails,GraphQL,501.995,208,200
26,laravel,laravel,REST,516.657,6228,200
26,laravel,laravel,GraphQL,420.856,387,200
26,flutter,flutter,REST,510.612,6655,200
26,flutter,flutter,GraphQL,426.351,276,200
26,denoland,deno,REST,433.362,6161,200
26,denoland,deno,GraphQL,389.013,242,200
26,rust-lang,rust,GraphQL,471.629,258,200
26,rust-lang,rust,REST,535.229,6264,200
26,apple,swift,GraphQL,408.033,227,200
26,apple,swift,REST,846.436,6249,200
26,libp2p,go-libp2p,REST,523.639,6195,200
26,libp2p,go-libp2p,GraphQL,387.404,222,200
26,python,cpython,REST,563.542,6080,200
26,python,cpython,GraphQL,373.517,231,200
27,facebook,react,REST,715.76,6035,200
27,facebook,react,GraphQL,493.82,249,200
27,vuejs,vue,GraphQL,419.326,274,200
27,vuejs,vue,REST,469.075,5949,200
27,microsoft,vscode,REST,687.451,6517,200
27,microsoft,vscode,GraphQL,520.127,223,200
27,torvalds,linux,REST,366.712,5079,200
27,torvalds,linux,GraphQL,402.443,215,200
27,tensorflow,tensorflow,GraphQL,499.39,254,200
27,tensorflow,tensorflow,REST,526.805,6822,200
27,twbs,bootstrap,GraphQL,409.382,312,200
27,twbs,bootstrap,REST,544.568,6205,200
27,ohmyzsh,ohmyzsh,GraphQL,421.628,544,200
27,ohmyzsh,ohmyzsh,REST,479.343,6661,200
27,angular,angular,REST,569.051,6473,200
27,angular,angular,GraphQL,529.922,241,200
27,golang,go,REST,632.016,6125,200
27,golang,go,GraphQL,434.012,219,200
27,kubernetes,kubernetes,GraphQL,516.709,252,200
27,kubernetes,kubernetes,REST,526.976,6600,200
27,nodejs,node,REST,467.274,6037,200
27,nodejs,node,GraphQL,481.477,243,200
27,django,django,GraphQL,421.982,248,200
27,django,django,REST,439.809,6209,200
27,rails,rails,REST,588.642,5969,200
27,rails,rails,GraphQL,449.376,208,200
27,laravel,laravel,GraphQL,521.729,387,200
27,laravel,laravel,REST,532.452,6228,200
27,flutter,flutter,GraphQL,521.605,276,200
27,flutter,flutter,REST,515.363,6655,200
27,denoland,deno,GraphQL,404.436,242,200
27,denoland,deno,REST,552.21,6161,200
27,rust-lang,rust,GraphQL,523.9,258,200
27,rust-lang,rust,REST,481.446,6264,200
27,apple,swift,GraphQL,460.545,227,200
27,apple,swift,REST,733.384,6249,200
27,libp2p,go-libp2p,GraphQL,421.053,222,200
27,libp2p,go-libp2p,REST,410.709,6195,200
27,python,cpython,GraphQL,437.948,231,200
27,python,cpython,REST,533.399,6080,200
28,facebook,react,REST,729.933,6035,200
28,facebook,react,GraphQL,506.219,249,200
28,vuejs,vue,GraphQL,542.15,274,200
28,vuejs,vue,REST,418.649,5949,200
28,microsoft,vscode,REST,518.247,6517,200
28,microsoft,vscode,GraphQL,539.756,223,200
28,torvalds,linux,GraphQL,421.205,215,200
28,torvalds,linux,REST,394.028,5079,200
28,tensorflow,tensorflow,GraphQL,369.842,254,200
28,tensorflow,tensorflow,REST,515.915,6822,200
28,twbs,bootstrap,REST,462.558,6205,200
28,twbs,bootstrap,GraphQL,378.949,312,200
28,ohmyzsh,ohmyzsh,REST,443.058,6661,200
28,ohmyzsh,ohmyzsh,GraphQL,411.034,544,200
28,angular,angular,REST,466.424,6473,200
28,angular,angular,GraphQL,390.217,241,200
28,golang,go,REST,518.606,6125,200
28,golang,go,GraphQL,379.114,219,200
28,kubernetes,kubernetes,GraphQL,383.945,252,200
28,kubernetes,kubernetes,REST,474.511,6600,200
28,nodejs,node,REST,472.012,6037,200
28,nodejs,node,GraphQL,400.333,243,200
28,django,django,REST,447.019,6209,200
28,django,django,GraphQL,420.096,248,200
28,rails,rails,GraphQL,409.845,208,200
28,rails,rails,REST,427.365,5969,200
28,laravel,laravel,REST,541.905,6228,200
28,laravel,laravel,GraphQL,362.606,387,200
28,flutter,flutter,GraphQL,382.211,276,200
28,flutter,flutter,REST,532.74,6655,200
28,denoland,deno,GraphQL,402.035,242,200
28,denoland,deno,REST,472.496,6161,200
28,rust-lang,rust,GraphQL,507.13,258,200
28,rust-lang,rust,REST,586.355,6264,200
28,apple,swift,GraphQL,391.725,227,200
28,apple,swift,REST,811.114,6249,200
28,libp2p,go-libp2p,REST,530.867,6195,200
28,libp2p,go-libp2p,GraphQL,334.413,222,200
28,python,cpython,REST,517.291,6080,200
28,python,cpython,GraphQL,623.924,231,200
29,facebook,react,REST,737.568,6035,200
29,facebook,react,GraphQL,416.831,249,200
29,vuejs,vue,REST,535.092,5949,200
29,vuejs,vue,GraphQL,407.4,274,200
29,microsoft,vscode,GraphQL,441.576,223,200
29,microsoft,vscode,REST,626.83,6517,200
29,torvalds,linux,REST,429.471,5079,200
29,torvalds,linux,GraphQL,477.915,215,200
29,tensorflow,tensorflow,GraphQL,573.382,254,200
29,tensorflow,tensorflow,REST,481.079,6822,200
29,twbs,bootstrap,GraphQL,466.392,312,200
29,twbs,bootstrap,REST,455.437,6205,200
29,ohmyzsh,ohmyzsh,GraphQL,494.499,544,200
29,ohmyzsh,ohmyzsh,REST,454.468,6661,200
29,angular,angular,GraphQL,368.727,241,200
29,angular,angular,REST,558.429,6473,200
29,golang,go,GraphQL,422.31,219,200
29,golang,go,REST,501.075,6125,200
29,kubernetes,kubernetes,GraphQL,353.748,252,200
29,kubernetes,kubernetes,REST,521.698,6600,200
29,nodejs,node,REST,466.79,6037,200
29,nodejs,node,GraphQL,379.514,243,200
29,django,django,REST,525.646,6209,200
29,django,django,GraphQL,391.819,248,200
29,rails,rails,REST,417.924,5969,200
29,rails,rails,GraphQL,373.349,208,200
29,laravel,laravel,REST,620.254,6228,200
29,laravel,laravel,GraphQL,399.261,387,200
29,flutter,flutter,REST,473.576,6655,200
29,flutter,flutter,GraphQL,504.372,276,200
29,denoland,deno,REST,450.827,6161,200
29,denoland,deno,GraphQL,418.985,242,200
29,rust-lang,rust,REST,500.098,6264,200
29,rust-lang,rust,GraphQL,422.249,258,200
29,apple,swift,REST,715.626,6249,200
29,apple,swift,GraphQL,544.858,227,200
29,libp2p,go-libp2p,REST,530.464,6195,200
29,libp2p,go-libp2p,GraphQL,402.382,222,200
29,python,cpython,REST,451.69,6080,200
29,python,cpython,GraphQL,525.624,231,200
30,facebook,react,GraphQL,396.057,249,200
30,facebook,react,REST,712.38,6035,200
30,vuejs,vue,GraphQL,473.259,274,200
30,vuejs,vue,REST,528.3,5949,200
30,microsoft,vscode,REST,502.158,6517,200
30,microsoft,vscode,GraphQL,548.86,223,200
30,torvalds,linux,REST,427.368,5079,200
30,torvalds,linux,GraphQL,565.193,215,200
30,tensorflow,tensorflow,REST,593.014,6822,200
30,tensorflow,tensorflow,GraphQL,526.229,254,200
30,twbs,bootstrap,GraphQL,524.039,312,200
30,twbs,bootstrap,REST,469.216,6205,200
30,ohmyzsh,ohmyzsh,GraphQL,490.28,544,200
30,ohmyzsh,ohmyzsh,REST,493.427,6661,200
30,angular,angular,REST,495.938,6473,200
30,angular,angular,GraphQL,386.746,241,200
30,golang,go,GraphQL,428.48,219,200
30,golang,go,REST,525.024,6125,200
30,kubernetes,kubernetes,REST,469.8,6600,200
30,kubernetes,kubernetes,GraphQL,474.202,252,200
30,nodejs,node,GraphQL,397.291,243,200
30,nodejs,node,REST,461.195,6037,200
30,django,django,REST,525.193,6209,200
30,django,django,GraphQL,422.088,248,200
30,rails,rails,REST,433.36,5969,200
30,rails,rails,GraphQL,415.236,208,200
30,laravel,laravel,GraphQL,423.259,387,200
30,laravel,laravel,REST,465.176,6228,200
30,flutter,flutter,REST,464.682,6655,200
30,flutter,flutter,GraphQL,446.395,276,200
30,denoland,deno,REST,453.276,6161,200
30,denoland,deno,GraphQL,388.023,242,200
